554351.1115846328,230448.9583771703,64.01673620183116,-12.01529349102265
554403.2100389694,230123.2421791751,391.5479240291411,-10.82992317853893
554536.4366717435,229850.4100771143,693.2327596366703,17.35045800439801
554649.0559128558,229538.221565453,1047.724094031388,-13.41038058748102
554874.654138963,229132.2196915493,1535.3303380038,53.32277452852348
555005.9371767399,228765.0269299219,1921.799103317894,-12.70780898717709
554958.2809715685,228438.3609598362,2253.487728402135,20.40086975545496
554800.3888845781,228229.5496334948,2506.376048549346,-28.71790712615888
554703.0482843057,227904.9534240574,2853.911489196259,14.23788997539416
554580.7580037646,227559.9816202001,3228.798729018528,19.83265202402338
554507.6102885349,227376.5907887834,3417.657431980203,-36.92780222435974
554677.2560649283,226758.4044104019,4056.299121892675,3.578221044340923
554904.6606663419,226363.5045725346,4519.243207315393,-9.037378688731129
555040.7403720149,226037.6206456802,4889.073713143583,4.776867422010386
555130.8434078501,225836.3002702774,5126.682607029064,12.97685413343046
555289.6103284431,225493.6269722352,5506.449484265734,19.41706665253169
555289.7588268543,225397.3926111017,5599.77282420976,21.09913415504922
555288.2797302586,225142.0228923628,5862.773339498259,20.17233133513725
555357.3569203655,224826.706618601,6201.49628476114,25.66072177367036
555556.3724952532,224675.3472547297,6470.488335191787,11.7876800614445
